Crime Date,Agency,Description,Type,Group
4-26-17,TROOP 5 STATE POLICE,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-19-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-19-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-18-17,TROOP 5 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-18-17,TROOP 5 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-17-17,TROOP 5 STATE POLICE,Driving Under the Influence/Liquor,Traffic,OTHER
4-17-17,TROOP 5 STATE POLICE,Driving Under the Influence/Liquor,Traffic,OTHER
4-17-17,TROOP 5 STATE POLICE,Driving Under the Influence/Liquor,Traffic,OTHER
4-17-17,TROOP 5 STATE POLICE,Driving Under the Influence/Liquor,Traffic,OTHER
4-17-17,TROOP 5 STATE POLICE,Driving Under the Influence/Liquor,Traffic,OTHER
4-09-17,TROOP 5 STATE POLICE,Unauthorized Use of Motor Vehicle,Vehicle theft,PROPERTY
4-08-17,TROOP 5 STATE POLICE,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-08-17,TROOP 5 STATE POLICE,Burglary/Forced Entry/Residence,Burglary,PROPERTY
4-08-17,TROOP 5 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-08-17,TROOP 5 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-07-17,TROOP 5 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-05-17,TROOP 5 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-05-17,TROOP 5 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-05-17,TROOP 5 STATE POLICE,Larceny/From Building,Theft,PROPERTY
