Crime Date,Agency,Description,Type,Group
4-21-17,TROOP 5 STATE POLICE,Larceny/Vehicle Parts/From Auto/Attached,Theft,PROPERTY
4-21-17,TROOP 5 STATE POLICE,Vehicle Theft Locally Stolen-Recovered Other,Vehicle theft,PROPERTY
4-21-17,TROOP 5 STATE POLICE,Theft/Bus/Truck ,Vehicle theft,PROPERTY
4-21-17,TROOP 5 STATE POLICE,Sale of Stolen Property,Stolen property,OTHER
4-21-17,TROOP 5 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-21-17,TROOP 5 STATE POLICE,Possession of Stolen Vehicle,Traffic,OTHER
4-21-17,TROOP 5 STATE POLICE,Trespassing/Free Text,Trespassing,OTHER
4-18-17,TROOP 5 STATE POLICE,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-17-17,TROOP 5 STATE POLICE,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-17-17,TROOP 5 STATE POLICE,Fraud/Illegal Use of Credit Cards,Fraud,OTHER
4-17-17,TROOP 5 STATE POLICE,Trespassing/Free Text,Trespassing,OTHER
4-17-17,TROOP 5 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-14-17,TROOP 5 STATE POLICE,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-09-17,TROOP 5 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-09-17,TROOP 5 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-08-17,TROOP 5 STATE POLICE,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
4-08-17,TROOP 5 STATE POLICE,Harassing Communication/Phone/Wire/Mail Only,Disorderly conduct,OTHER
