Crime Date,Agency,Description,Type,Group
4-24-17,TROOP 6 STATE POLICE,Trespassing/Free Text,Trespassing,OTHER
4-22-17,TROOP 6 STATE POLICE,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-20-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-19-17,NEW CASTLE COUNTY PD,Conditional Release Violation,Obstruction of justice -- courts,OTHER
4-19-17,NEW CASTLE COUNTY PD,Theft/False Pretense or Promise,Fraud,OTHER
4-18-17,TROOP 6 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-18-17,TROOP 6 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-12-17,TROOP 6 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-12-17,TROOP 6 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-12-17,TROOP 6 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-12-17,TROOP 6 STATE POLICE,Urinate or Defecate in Public, ,
4-09-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-08-17,TROOP 6 STATE POLICE,Heroin/Possession,Drugs,DRUGS
4-08-17,TROOP 6 STATE POLICE,Non-Narcotic Tranquilizer and Depressant/Possession,Drugs,DRUGS
4-08-17,TROOP 6 STATE POLICE,Possession of Drug Paraphernalia,Drugs,DRUGS
4-08-17,TROOP 6 STATE POLICE,Resisting Arrest,Obstruction of justice -- police,OTHER
4-08-17,TROOP 6 STATE POLICE,Carrying a Concealed Deadly Weapon/Deadly Instrument/CCDW/CCDI,Weapons,WEAPONS
4-08-17,TROOP 6 STATE POLICE,Carrying Prohibited,Weapons,WEAPONS
4-07-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-06-17,TROOP 6 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
4-02-17,TROOP 6 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
3-30-17,NEW CASTLE COUNTY PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
3-30-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
