Crime Date,Agency,Description,Type,Group
4-23-17,TROOP 6 STATE POLICE,Domestic/Family/Verbal,Domestic,OTHER
4-20-17,NEW CASTLE COUNTY PD,Vehicle Theft ,Vehicle theft,PROPERTY
4-19-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-19-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-18-17,NEW CASTLE COUNTY PD,Domestic/Family/Verbal,Domestic,OTHER
4-16-17,NEW CASTLE COUNTY PD,Larceny/From All Other Yards,Theft,PROPERTY
4-16-17,NEW CASTLE COUNTY PD,Theft/Other Motor Vehicle ,Vehicle theft,PROPERTY
4-14-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-11-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-07-17,NEW CASTLE COUNTY PD,Domestic/Non-Family/Verbal,Domestic,OTHER
4-05-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-05-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-03-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-01-17,NEW CASTLE COUNTY PD,Carrying a Concealed Deadly Weapon/Deadly Instrument/CCDW/CCDI,Weapons,WEAPONS
3-30-17,TROOP 6 STATE POLICE,Robbery/Gun Commercial House(except C,Robbery,VIOLENT
