Crime Date,Agency,Description,Type,Group
4-20-17,TROOP 5 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-17-17,TROOP 5 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-17-17,TROOP 5 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-10-17,TROOP 5 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-08-17,BRIDGEVILLE PD,Resisting Arrest,Obstruction of justice -- police,OTHER
4-08-17,BRIDGEVILLE PD,Traffic Offense/Free Text,Traffic,OTHER
4-08-17,BRIDGEVILLE PD,Traffic Offense/Free Text,Traffic,OTHER
4-08-17,BRIDGEVILLE PD,Traffic Offense/Free Text,Traffic,OTHER
4-08-17,BRIDGEVILLE PD,Traffic Offense/Free Text,Traffic,OTHER
3-30-17,TROOP 5 STATE POLICE,Larceny/From Building,Theft,PROPERTY
