Crime Date,Agency,Description,Type,Group
4-22-17,WILMINGTON PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-22-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-19-17,WILMINGTON PD,Domestic/Family/Verbal,Domestic,OTHER
4-16-17,WILMINGTON PD,Robbery/Gun Highway,Robbery,VIOLENT
4-16-17,WILMINGTON PD,Possession of Weapon,Weapons,WEAPONS
4-14-17,WILMINGTON PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-14-17,WILMINGTON PD,Damage/Private Property,Criminal mischief,OTHER
4-09-17,WILMINGTON PD,Robbery/Strong-Arm Highway,Robbery,VIOLENT
4-07-17,WILMINGTON PD,Cocaine/Possession,Drugs,DRUGS
4-03-17,DHSS ANIMAL WELFARE,Cruelty To Animals, ,
3-30-17,WILMINGTON PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
3-30-17,WILMINGTON PD,Larceny/From Building,Theft,PROPERTY
3-30-17,WILMINGTON PD,Damage/Business Property,Criminal mischief,OTHER
