Crime Date,Agency,Description,Type,Group
4-27-17,TROOP 6 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-23-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-23-17,NEW CASTLE COUNTY PD,Damage/Private Property,Criminal mischief,OTHER
4-18-17,NEW CASTLE COUNTY PD,Kidnap/Free Text,Kidnap,VIOLENT
4-18-17,NEW CASTLE COUNTY PD,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
4-18-17,NEW CASTLE COUNTY PD,Obstructing Police/Hindering Police Officer/Free Text,Obstruction of justice -- police,OTHER
4-17-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-06-17,TROOP 6 STATE POLICE,Intimidation/Reckless Endanger/Terroristic Threat/Harassment/Other Assaults/Non-Aggravated,Assault,OTHER
4-04-17,NEW CASTLE COUNTY PD,Disturbing the Peace/Public Nuisance,Disorderly conduct,OTHER
4-02-17,NEW CASTLE COUNTY PD,Heroin/Possession with Intent to Deliver,Drugs,DRUGS
3-31-17,TROOP 6 STATE POLICE,Larceny/Shoplifting,Theft,PROPERTY
3-30-17,NEW CASTLE COUNTY PD,Burglary/No Forced Entry/NonResidence,Burglary,PROPERTY
3-30-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
