Crime Date,Agency,Description,Type,Group
4-22-17,TROOP 5 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-19-17,TROOP 5 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-10-17,LAUREL PD,Domestic/Non-Family/Verbal,Domestic,OTHER
4-09-17,TROOP 5 STATE POLICE,Marijuana/Possession,Drugs,DRUGS
4-09-17,TROOP 5 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-08-17,TROOP 5 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
4-07-17,TROOP 5 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-06-17,TROOP 5 STATE POLICE,Drug Overdose/Illegal Substances,Drugs,DRUGS
4-05-17,TROOP 5 STATE POLICE,Flight to Avoid Prosecution/Out-of-State Fugitive,Local fugitive,OTHER
4-02-17,TROOP 5 STATE POLICE,Domestic/Non-Family/Verbal,Domestic,OTHER
