Crime Date,Agency,Description,Type,Group
4-24-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-23-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-20-17,TROOP 6 STATE POLICE,Robbery/Gun Gas or Service Station,Robbery,VIOLENT
4-20-17,TROOP 6 STATE POLICE,Robbery/Gun Gas or Service Station,Robbery,VIOLENT
4-20-17,TROOP 6 STATE POLICE,Aggravated Assault/Non-Family Firearm,Aggravated assault,VIOLENT
4-20-17,TROOP 6 STATE POLICE,Possession of Weapon,Weapons,WEAPONS
4-20-17,NEW CASTLE COUNTY PD,Burglary/Forced Entry/NonResidence,Burglary,PROPERTY
4-20-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-20-17,NEW CASTLE COUNTY PD,Burglary/No Forced Entry/Residence,Burglary,PROPERTY
4-20-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-20-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-20-17,NEW CASTLE COUNTY PD,Larceny/From Building,Theft,PROPERTY
4-18-17,TROOP 6 STATE POLICE,Conditional Release Violation,Obstruction of justice -- courts,OTHER
4-16-17,NEW CASTLE COUNTY PD,Trespassing/Free Text,Trespassing,OTHER
4-13-17,DHSS ANIMAL WELFARE,Local Statute/Free Text,Local statute,OTHER
4-12-17,NEW CASTLE COUNTY PD,Maintaining a Dwelling/Vehicle for Drug Distribution,Drugs,DRUGS
4-11-17,NEW CASTLE COUNTY PD,Lost or Misplaced Property/Other Property Recovers/OPR/Includes Drugs,Recovered property,OTHER
4-07-17,NEW CASTLE COUNTY PD,Identity Theft, ,
4-06-17,NEW CASTLE COUNTY PD,Larceny/From Vehicle/Not Attached ,Theft,PROPERTY
4-05-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
4-01-17,NEW CASTLE COUNTY PD,Local Fugitive/Wanted,Local fugitive,OTHER
