Crime Date,Agency,Description,Type,Group
4-22-17,TROOP 3 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-21-17,TROOP 3 STATE POLICE,Larceny/From Building,Theft,PROPERTY
4-17-17,TROOP 3 STATE POLICE,Non-Narcotic Stimulant/Possession,Drugs,DRUGS
4-17-17,TROOP 3 STATE POLICE,Possession of Drug Paraphernalia,Drugs,DRUGS
4-17-17,TROOP 3 STATE POLICE,Drunkenness/Adults Only,Drunkeness,OTHER
4-17-17,TROOP 3 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
4-17-17,TROOP 3 STATE POLICE,Traffic Offense/Free Text,Traffic,OTHER
4-15-17,TROOP 3 STATE POLICE,Marijuana/Possession,Drugs,DRUGS
4-13-17,TROOP 3 STATE POLICE,Marijuana/Possession,Drugs,DRUGS
4-08-17,TROOP 3 STATE POLICE,Local Fugitive/Wanted,Local fugitive,OTHER
3-31-17,TROOP 3 STATE POLICE,Offensive Touching/Other Assaults/Non-Aggravated,Assault,OTHER
3-30-17,TROOP 3 STATE POLICE,Damage/Private Property,Criminal mischief,OTHER
